url_path,views_total,views_unique
/ArrowElectronics/10BASE-T1L-MC/tree/main/HW_Package,62,16
/ArrowElectronics/10BASE-T1L-MC/tree/main/FW_Package/10BASE-T1L-MC_SourceCode,55,4
/ArrowElectronics/10BASE-T1L-MC/tree/main/FW_Package,43,7
/ArrowElectronics/10BASE-T1L-MC,39,30
/ArrowElectronics/10BASE-T1L-MC/tree/main/HW_Package/Schematics,31,13
/ArrowElectronics/10BASE-T1L-MC/blob/main/HW_Package/Schematics/eI_AIT1L_16_00970_02.pdf,30,12
/ArrowElectronics/10BASE-T1L-MC/tree/main/HW_Package/Gerber,29,7
/ArrowElectronics/10BASE-T1L-MC/tree/main/FW_Package/10BASE-T1L-MC_SourceCode/src,25,4
/ArrowElectronics/10BASE-T1L-MC/blob/main/FW_Package/10BASE-T1L-MC_SourceCode/src/main.c,22,5
/ArrowElectronics/10BASE-T1L-MC/blob/main/FW_Package/10BASE-T1L-MC_SourceCode/src/adin1100.c,20,3
