referrer,views_total,views_unique
arrow.com,204,9
Google,53,10
com.google.android.gm,43,1
urlisolation.com,10,1
cn.bing.com,5,2
statics.teams.cdn.office.net,5,2
Bing,4,3
arrow.de,1,1
