referrer,views_total,views_unique
Google,111,8
chatgpt.com,60,1
DuckDuckGo,18,2
robruark.com,11,5
mailbox.sonicmfg.com,11,1
arrow.com,1,1
bristlemouth.discourse.group,1,1
