time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,33,33,10,3
2026-05-29 00:00:00+00:00,0,0,30,5
2026-05-30 00:00:00+00:00,1,1,2,2
2026-05-31 00:00:00+00:00,0,0,1,1
2026-06-01 00:00:00+00:00,1,1,8,5
2026-06-02 00:00:00+00:00,0,0,2,2
2026-06-03 00:00:00+00:00,0,0,17,4
2026-06-04 00:00:00+00:00,0,0,1,1
2026-06-05 00:00:00+00:00,0,0,12,2
2026-06-06 00:00:00+00:00,0,0,0,0
2026-06-07 00:00:00+00:00,0,0,10,5
2026-06-08 00:00:00+00:00,0,0,2,2
2026-06-09 00:00:00+00:00,0,0,0,0
2026-06-10 00:00:00+00:00,0,0,3,2
