time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,,,6,4
2024-04-27 00:00:00+00:00,,,35,1
2024-04-28 00:00:00+00:00,1.0,1.0,24,2
2024-04-29 00:00:00+00:00,,,5,2
2024-04-30 00:00:00+00:00,,,7,2
2024-05-01 00:00:00+00:00,,,2,1
2024-05-02 00:00:00+00:00,,,3,2
2024-05-03 00:00:00+00:00,,,90,4
2024-05-04 00:00:00+00:00,,,73,3
2024-05-05 00:00:00+00:00,,,73,3
2024-05-06 00:00:00+00:00,,,52,5
2024-05-07 00:00:00+00:00,,,54,7
2024-05-08 00:00:00+00:00,,,37,5
2024-05-09 00:00:00+00:00,,,40,5
