time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,0,0,4,2
2026-07-24 00:00:00+00:00,1,1,6,5
2026-07-25 00:00:00+00:00,0,0,1,1
2026-07-26 00:00:00+00:00,0,0,1,1
2026-07-27 00:00:00+00:00,0,0,9,4
2026-07-28 00:00:00+00:00,0,0,21,3
2026-07-29 00:00:00+00:00,0,0,10,6
2026-07-30 00:00:00+00:00,1,1,37,4
2026-07-31 00:00:00+00:00,0,0,49,9
2026-08-01 00:00:00+00:00,1,1,5,1
2026-08-02 00:00:00+00:00,1,1,0,0
2026-08-03 00:00:00+00:00,1,1,33,5
2026-08-04 00:00:00+00:00,1,1,14,2
2026-08-05 00:00:00+00:00,1,1,16,6
