time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,1.0,1.0,14,5
2025-05-09 00:00:00+00:00,2.0,1.0,22,2
2025-05-10 00:00:00+00:00,,,2,1
2025-05-11 00:00:00+00:00,,,3,1
2025-05-12 00:00:00+00:00,,,7,1
2025-05-13 00:00:00+00:00,,,15,4
2025-05-14 00:00:00+00:00,,,7,2
2025-05-15 00:00:00+00:00,,,27,4
2025-05-16 00:00:00+00:00,,,30,4
2025-05-17 00:00:00+00:00,,,4,1
2025-05-19 00:00:00+00:00,,,26,6
2025-05-20 00:00:00+00:00,,,72,12
2025-05-21 00:00:00+00:00,,,64,8
