referrer,views_total,views_unique
github.com,26,10
github-wiki-see.page,14,6
analog.com,12,6
Google,8,5
patreon.com,6,6
mail.google.com,3,2
arrow.com,3,1
com.google.android.gm,2,2
webmail.inet.fi,1,1
