referrer,views_total,views_unique
Google,57,8
github-wiki-see.page,12,5
DuckDuckGo,11,1
analog.com,9,5
Bing,6,2
github.com,5,5
arrow.com,1,1
statics.teams.cdn.office.net,1,1
