time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,,,2,1
2025-11-10 00:00:00+00:00,,,13,4
2025-11-11 00:00:00+00:00,,,14,4
2025-11-12 00:00:00+00:00,2.0,1.0,1,1
2025-11-13 00:00:00+00:00,,,2,2
2025-11-14 00:00:00+00:00,1.0,1.0,12,7
2025-11-15 00:00:00+00:00,,,4,2
2025-11-17 00:00:00+00:00,,,10,5
2025-11-18 00:00:00+00:00,,,19,8
2025-11-19 00:00:00+00:00,,,29,2
2025-11-20 00:00:00+00:00,1.0,1.0,10,3
2025-11-21 00:00:00+00:00,1.0,1.0,3,2
2025-11-22 00:00:00+00:00,,,6,2
