time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-10 00:00:00+00:00,,,11,1
2025-07-11 00:00:00+00:00,,,36,5
2025-07-12 00:00:00+00:00,,,1,1
2025-07-14 00:00:00+00:00,,,19,2
2025-07-15 00:00:00+00:00,,,12,4
2025-07-16 00:00:00+00:00,,,5,1
2025-07-17 00:00:00+00:00,1.0,1.0,2,1
2025-07-18 00:00:00+00:00,,,24,2
2025-07-19 00:00:00+00:00,,,6,1
2025-07-20 00:00:00+00:00,1.0,1.0,16,3
2025-07-21 00:00:00+00:00,,,12,3
2025-07-22 00:00:00+00:00,,,6,1
2025-07-23 00:00:00+00:00,,,11,3
