time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,1.0,1.0,,
2023-03-13 00:00:00+00:00,,,13.0,6.0
2023-03-14 00:00:00+00:00,,,13.0,7.0
2023-03-15 00:00:00+00:00,,,14.0,4.0
2023-03-16 00:00:00+00:00,,,1.0,1.0
2023-03-17 00:00:00+00:00,,,24.0,5.0
2023-03-18 00:00:00+00:00,,,1.0,1.0
2023-03-19 00:00:00+00:00,,,20.0,2.0
2023-03-20 00:00:00+00:00,,,29.0,7.0
2023-03-21 00:00:00+00:00,,,41.0,8.0
2023-03-22 00:00:00+00:00,,,57.0,14.0
2023-03-23 00:00:00+00:00,,,19.0,4.0
2023-03-24 00:00:00+00:00,,,22.0,7.0
