time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-31 00:00:00+00:00,0,0,49,9
2026-08-01 00:00:00+00:00,1,1,5,1
2026-08-02 00:00:00+00:00,1,1,0,0
2026-08-03 00:00:00+00:00,1,1,33,5
2026-08-04 00:00:00+00:00,1,1,14,2
2026-08-05 00:00:00+00:00,1,1,16,6
2026-08-06 00:00:00+00:00,0,0,15,3
2026-08-07 00:00:00+00:00,1,1,28,5
2026-08-08 00:00:00+00:00,0,0,0,0
2026-08-09 00:00:00+00:00,0,0,0,0
2026-08-10 00:00:00+00:00,0,0,43,4
2026-08-11 00:00:00+00:00,0,0,11,4
2026-08-12 00:00:00+00:00,0,0,6,1
2026-08-13 00:00:00+00:00,0,0,1,1
