time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,,,15,1
2025-06-23 00:00:00+00:00,,,66,5
2025-06-24 00:00:00+00:00,,,40,6
2025-06-25 00:00:00+00:00,1.0,1.0,83,8
2025-06-26 00:00:00+00:00,,,74,7
2025-06-27 00:00:00+00:00,15.0,1.0,11,3
2025-06-28 00:00:00+00:00,,,22,2
2025-06-29 00:00:00+00:00,,,68,3
2025-06-30 00:00:00+00:00,1.0,1.0,15,2
2025-07-01 00:00:00+00:00,,,3,1
2025-07-02 00:00:00+00:00,1.0,1.0,7,2
2025-07-03 00:00:00+00:00,,,4,1
2025-07-04 00:00:00+00:00,,,1,1
