referrer,views_total,views_unique
Google,62,9
DuckDuckGo,11,1
analog.com,8,5
Bing,6,2
github-wiki-see.page,5,4
github.com,4,4
statics.teams.cdn.office.net,1,1
arrow.com,1,1
