time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,1,1,39,3
2026-06-24 00:00:00+00:00,0,0,42,2
2026-06-25 00:00:00+00:00,1,1,28,7
2026-06-26 00:00:00+00:00,0,0,60,6
2026-06-27 00:00:00+00:00,0,0,7,5
2026-06-28 00:00:00+00:00,0,0,7,3
2026-06-29 00:00:00+00:00,0,0,51,7
2026-06-30 00:00:00+00:00,1,1,16,7
2026-07-01 00:00:00+00:00,0,0,12,5
2026-07-02 00:00:00+00:00,0,0,5,1
2026-07-03 00:00:00+00:00,0,0,24,7
2026-07-04 00:00:00+00:00,0,0,0,0
2026-07-05 00:00:00+00:00,0,0,5,2
2026-07-06 00:00:00+00:00,0,0,205,7
