time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-03 00:00:00+00:00,1.0,1.0,,
2022-12-04 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-12-06 00:00:00+00:00,,,4.0,1.0
2022-12-07 00:00:00+00:00,,,11.0,1.0
2022-12-10 00:00:00+00:00,,,1.0,1.0
2022-12-12 00:00:00+00:00,2.0,1.0,77.0,2.0
2022-12-13 00:00:00+00:00,,,7.0,1.0
2022-12-14 00:00:00+00:00,1.0,1.0,,
2022-12-15 00:00:00+00:00,,,8.0,2.0
