url_path,views_total,views_unique
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki,4,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Servo-Drive-Platform-FPGA-Architecture-PWM,3,3
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Servo-Drive-Platform-FPGA-Architecture-QEP,3,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Servo-Drive-Platform-FPGA-Architecture-SINC,3,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Servo-Drive-Platform-FPGA-Architecture,2,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/GHRD_images/axi_dmac_VM.png,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/insert_J2.png,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/GHRD_images,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/images,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/GUI-Python-Script,2,1
