url_path,views_total,views_unique
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform,9,4
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki,8,5
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/images,4,3
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/80-001318RI-3_SCH_RevB.PDF,3,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/CL-CMR-block-diagrams,2,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/actions,1,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/CL.png,1,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/studs.png,1,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/README.md,1,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/GHRD_images,1,1
