url_path,views_total,views_unique
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki,3,2
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/servo_drive_kit.png,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/images,2,1
