time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-24 00:00:00+00:00,3,3,,
2025-07-25 00:00:00+00:00,1,1,,
2025-07-28 00:00:00+00:00,1,1,,
2025-07-29 00:00:00+00:00,1,1,,
2025-07-31 00:00:00+00:00,1,1,,
