url_path,views_total,views_unique
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Servo-Drive-Platform-FPGA-Architecture-SINC,1,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Theory-of-Operation,1,1
